PERMNO,date,PRC,RET,SHROUT,RETX,sprtrn
18248,2022-04-14,14.74000,0.013982,76482,0.010281,-0.012144
18248,2022-04-18,14.60000,-0.009498,76482,-0.009498,-0.000205
18248,2022-04-19,15.31000,0.048630,76482,0.048630,0.016058
18248,2022-04-20,15.03000,-0.018289,76482,-0.018289,-0.000619
18248,2022-04-21,14.93000,-0.006653,76482,-0.006653,-0.014753
18248,2022-04-22,14.89000,-0.002679,76482,-0.002679,-0.027740
18248,2022-04-25,14.82000,-0.004701,76482,-0.004701,0.005698
18248,2022-04-26,14.32000,-0.033738,76482,-0.033738,-0.028146
18248,2022-04-27,14.46000,0.009777,76482,0.009777,0.002098
18248,2022-04-28,14.55000,0.006224,76482,0.006224,0.024747
18248,2022-04-29,14.12000,-0.029553,78597,-0.029553,-0.036285
18248,2022-05-02,14.15000,0.002125,78597,0.002125,0.005675
18248,2022-05-03,14.36000,0.014841,78597,0.014841,0.004837
18248,2022-05-04,14.42000,0.004178,78597,0.004178,0.029862
18248,2022-05-05,13.52000,-0.062413,78597,-0.062413,-0.035650
18248,2022-05-06,13.38000,-0.010355,78597,-0.010355,-0.005674
18248,2022-05-09,13.37000,-0.000747,78597,-0.000747,-0.032037
18248,2022-05-10,12.79000,-0.043381,78597,-0.043381,0.002458
18248,2022-05-11,12.40000,-0.030493,78597,-0.030493,-0.016463
18248,2022-05-12,13.38000,0.079032,78597,0.079032,-0.001296
18248,2022-05-13,14.28000,0.067265,78597,0.067265,0.023870
18248,2022-05-16,13.86000,-0.029412,78597,-0.029412,-0.003946
18248,2022-05-17,14.16000,0.021645,78597,0.021645,0.020170
18248,2022-05-18,13.42000,-0.052260,78597,-0.052260,-0.040395
18248,2022-05-19,13.12000,-0.022355,78597,-0.022355,-0.005834
18248,2022-05-20,12.76000,-0.027439,78597,-0.027439,0.000146
18248,2022-05-23,12.89000,0.010188,78597,0.010188,0.018555
18248,2022-05-24,12.84000,-0.003879,78597,-0.003879,-0.008121
18248,2022-05-25,13.51000,0.052181,78597,0.052181,0.009451
18248,2022-05-26,13.76000,0.018505,78597,0.018505,0.019883
18248,2022-05-27,14.21000,0.032703,78597,0.032703,0.024742
18248,2022-05-31,14.00000,-0.014778,80729,-0.014778,-0.006274
18248,2022-06-01,13.85000,-0.010714,80729,-0.010714,-0.007483
18248,2022-06-02,14.12000,0.019495,80729,0.019495,0.018431
18248,2022-06-03,13.61000,-0.036119,80729,-0.036119,-0.016347
18248,2022-06-06,13.22000,-0.028655,80729,-0.028655,0.003137
18248,2022-06-07,13.21000,-0.000756,80729,-0.000756,0.009523
18248,2022-06-08,13.43000,0.016654,80729,0.016654,-0.010794
18248,2022-06-09,13.03000,-0.029784,80729,-0.029784,-0.023799
18248,2022-06-10,12.91000,-0.009210,80729,-0.009210,-0.029110
18248,2022-06-13,12.98000,0.005422,80729,0.005422,-0.038768
18248,2022-06-14,12.53000,-0.034669,80729,-0.034669,-0.003774
18248,2022-06-15,12.78000,0.019952,80729,0.019952,0.014593
18248,2022-06-16,12.34000,-0.030203,80729,-0.034429,-0.032512
18248,2022-06-17,13.14000,0.064830,80729,0.064830,0.002201
18248,2022-06-21,13.58000,0.033486,80729,0.033486,0.024477
18248,2022-06-22,13.51000,-0.005155,80729,-0.005155,-0.001302
18248,2022-06-23,13.59000,0.005922,80729,0.005922,0.009532
18248,2022-06-24,14.10000,0.037528,80729,0.037528,0.030563
18248,2022-06-27,14.03000,-0.004965,80729,-0.004965,-0.002973
18248,2022-06-28,13.80000,-0.016393,80729,-0.016393,-0.020143
18248,2022-06-29,13.73000,-0.005073,80729,-0.005073,-0.000712
18248,2022-06-30,13.82000,0.006555,80729,0.006555,-0.008759
18248,2022-07-01,14.55000,0.052822,80729,0.052822,0.010554
18248,2022-07-05,14.79000,0.016495,80729,0.016495,0.001584
18248,2022-07-06,14.68000,-0.007437,80729,-0.007437,0.003573
18248,2022-07-07,14.63000,-0.003406,80729,-0.003406,0.014965
18248,2022-07-08,14.61000,-0.001367,80729,-0.001367,-0.000830
18248,2022-07-11,14.47000,-0.009582,80729,-0.009582,-0.011527
18248,2022-07-12,14.62000,0.010366,80729,0.010366,-0.009244
18248,2022-07-13,14.89000,0.018468,80729,0.018468,-0.004457
18248,2022-07-14,14.88000,-0.000672,80729,-0.000672,-0.002999
18248,2022-07-15,14.94000,0.004032,80729,0.004032,0.019201
18248,2022-07-18,14.73000,-0.014056,80729,-0.014056,-0.008364
18248,2022-07-19,15.50000,0.052274,80729,0.052274,0.027628
18248,2022-07-20,15.65000,0.009677,80729,0.009677,0.005896
18248,2022-07-21,16.19000,0.034505,80729,0.034505,0.009861
18248,2022-07-22,16.06000,-0.008030,80729,-0.008030,-0.009332
18248,2022-07-25,15.95000,-0.006849,80729,-0.006849,0.001315
18248,2022-07-26,16.10000,0.009404,80729,0.009404,-0.011543
18248,2022-07-27,16.33000,0.014286,80729,0.014286,0.026156
18248,2022-07-28,16.84000,0.031231,80729,0.031231,0.012133
18248,2022-07-29,16.82000,-0.001188,80729,-0.001188,0.014208
18248,2022-08-01,16.96000,0.008323,80729,0.008323,-0.002823
18248,2022-08-02,17.30000,0.020047,80729,0.020047,-0.006662
18248,2022-08-03,17.58000,0.016185,80729,0.016185,0.015638
18248,2022-08-04,17.61000,0.001707,80729,0.001707,-0.000777
18248,2022-08-05,17.90000,0.016468,80729,0.016468,-0.001626
18248,2022-08-08,18.38000,0.026816,80729,0.026816,-0.001238
18248,2022-08-09,18.00000,-0.020675,80729,-0.020675,-0.004249
18248,2022-08-10,18.25000,0.013889,80729,0.013889,0.021291
18248,2022-08-11,17.71000,-0.029589,80729,-0.029589,-0.000705
18248,2022-08-12,17.42000,-0.016375,80729,-0.016375,0.017322
18248,2022-08-15,17.78000,0.020666,80729,0.020666,0.003969
18248,2022-08-16,17.46000,-0.017998,80729,-0.017998,0.001876
18248,2022-08-17,17.40000,-0.003436,80729,-0.003436,-0.007238
18248,2022-08-18,17.08000,-0.018391,80729,-0.018391,0.002270
18248,2022-08-19,16.84000,-0.014052,80729,-0.014052,-0.012900
18248,2022-08-22,16.42000,-0.024941,80729,-0.024941,-0.021400
18248,2022-08-23,16.86000,0.026797,80729,0.026797,-0.002238
18248,2022-08-24,16.86000,0.000000,80729,0.000000,0.002916
18248,2022-08-25,17.03000,0.010083,80729,0.010083,0.014092
18248,2022-08-26,16.61000,-0.024662,80729,-0.024662,-0.033688
18248,2022-08-29,16.57000,-0.002408,80729,-0.002408,-0.006666
18248,2022-08-30,16.22000,-0.021123,80729,-0.021123,-0.011028
18248,2022-08-31,16.66000,0.027127,80813,0.027127,-0.007817
18248,2022-09-01,16.69000,0.001801,80813,0.001801,0.002996
18248,2022-09-02,16.02000,-0.040144,80813,-0.040144,-0.010736
18248,2022-09-06,16.03000,0.000624,80813,0.000624,-0.004095
18248,2022-09-07,16.24000,0.013100,80813,0.013100,0.018341
18248,2022-09-08,16.19000,-0.003079,80813,-0.003079,0.006611
18248,2022-09-09,16.47000,0.017295,80813,0.017295,0.015271
18248,2022-09-12,16.67000,0.012143,80813,0.012143,0.010584
18248,2022-09-13,16.14000,-0.031794,80813,-0.031794,-0.043237
18248,2022-09-14,15.91000,-0.014250,80813,-0.014250,0.003387
18248,2022-09-15,15.93000,0.001257,80813,0.001257,-0.011318
18248,2022-09-16,16.06000,0.011550,80813,0.008161,-0.007182
18248,2022-09-19,15.95000,-0.006849,80813,-0.006849,0.006857
18248,2022-09-20,15.46000,-0.030721,80813,-0.030721,-0.011272
18248,2022-09-21,15.66000,0.012937,80813,0.012937,-0.017116
18248,2022-09-22,15.71000,0.003193,80813,0.003193,-0.008428
18248,2022-09-23,15.60000,-0.007002,80813,-0.007002,-0.017233
18248,2022-09-26,15.29000,-0.019872,80813,-0.019872,-0.010341
18248,2022-09-27,15.03000,-0.017005,80813,-0.017005,-0.002120
18248,2022-09-28,15.55000,0.034598,80813,0.034598,0.019672
18248,2022-09-29,15.35000,-0.012862,80813,-0.012862,-0.021126
18248,2022-09-30,15.10000,-0.016287,80813,-0.016287,-0.015067
18248,2022-10-03,15.06000,-0.002649,80813,-0.002649,0.025884
18248,2022-10-04,15.00000,-0.003984,80813,-0.003984,0.030584
18248,2022-10-05,14.41000,-0.039333,80813,-0.039333,-0.002018
18248,2022-10-06,14.33000,-0.005552,80813,-0.005552,-0.010245
18248,2022-10-07,14.32000,-0.000698,80813,-0.000698,-0.028004
18248,2022-10-10,14.20000,-0.008380,80813,-0.008380,-0.007492
18248,2022-10-11,14.66000,0.032394,80813,0.032394,-0.006519
18248,2022-10-12,15.07000,0.027967,80813,0.027967,-0.003291
18248,2022-10-13,15.27000,0.013271,80813,0.013271,0.025966
18248,2022-10-14,15.08000,-0.012443,80813,-0.012443,-0.023663
18248,2022-10-17,15.36000,0.018568,80813,0.018568,0.026480
18248,2022-10-18,15.81000,0.029297,80813,0.029297,0.011428
18248,2022-10-19,15.57000,-0.015180,80813,-0.015180,-0.006672
18248,2022-10-20,15.26000,-0.019910,80813,-0.019910,-0.007951
18248,2022-10-21,15.36000,0.006553,80813,0.006553,0.023725
18248,2022-10-24,15.63000,0.017578,80813,0.017578,0.011882
18248,2022-10-25,15.53000,-0.006398,80813,-0.006398,0.016267
18248,2022-10-26,15.33000,-0.012878,80813,-0.012878,-0.007388
18248,2022-10-27,15.16000,-0.011089,80813,-0.011089,-0.006083
18248,2022-10-28,15.69000,0.034960,80813,0.034960,0.024626
18248,2022-10-31,16.21000,0.033142,80813,0.033142,-0.007454
18248,2022-11-01,16.28000,0.004318,80813,0.004318,-0.004101
18248,2022-11-02,15.99000,-0.017813,80813,-0.017813,-0.025002
18248,2022-11-03,15.73000,-0.016260,80813,-0.016260,-0.010586
18248,2022-11-04,16.14000,0.026065,80813,0.026065,0.013619
18248,2022-11-07,16.26000,0.007435,80813,0.007435,0.009614
18248,2022-11-08,16.53000,0.016605,80813,0.016605,0.005598
18248,2022-11-09,16.24000,-0.017544,80813,-0.017544,-0.020778
18248,2022-11-10,17.26000,0.062808,80813,0.062808,0.055434
18248,2022-11-11,17.11000,-0.008691,80813,-0.008691,0.009241
18248,2022-11-14,17.31000,0.011689,80813,0.011689,-0.008936
18248,2022-11-15,17.57000,0.015020,80813,0.015020,0.008713
18248,2022-11-16,17.51000,-0.003415,80813,-0.003415,-0.008252
18248,2022-11-17,17.91000,0.022844,80813,0.022844,-0.003089
18248,2022-11-18,17.74000,-0.009492,80813,-0.009492,0.004759
18248,2022-11-21,18.33000,0.033258,80813,0.033258,-0.003884
18248,2022-11-22,18.36000,0.001637,80813,0.001637,0.013580
18248,2022-11-23,18.05000,-0.016885,80813,-0.016885,0.005915
18248,2022-11-25,18.33000,0.015513,80813,0.015513,-0.000283
18248,2022-11-28,18.33000,0.000000,80813,0.000000,-0.015444
18248,2022-11-29,18.58000,0.013639,80813,0.013639,-0.001592
18248,2022-11-30,19.06000,0.025834,80813,0.025834,0.030948
18248,2022-12-01,18.66000,-0.020986,80813,-0.020986,-0.000868
18248,2022-12-02,18.77000,0.005895,80813,0.005895,-0.001195
18248,2022-12-05,18.70000,-0.003729,80813,-0.003729,-0.017894
18248,2022-12-06,18.45000,-0.013369,80813,-0.013369,-0.014399
18248,2022-12-07,18.69000,0.013008,80813,0.013008,-0.001862
18248,2022-12-08,18.40000,-0.015516,80813,-0.015516,0.007522
18248,2022-12-09,18.14000,-0.014130,80813,-0.014130,-0.007350
18248,2022-12-12,17.83000,-0.017089,80813,-0.017089,0.014279
18248,2022-12-13,17.24000,-0.033090,80813,-0.033090,0.007290
18248,2022-12-14,16.98000,-0.015081,80813,-0.015081,-0.006053
18248,2022-12-15,16.91000,-0.004122,80813,-0.004122,-0.024922
18248,2022-12-16,16.50000,-0.020875,80813,-0.024246,-0.011138
18248,2022-12-19,16.38000,-0.007273,80813,-0.007273,-0.009007
18248,2022-12-20,16.29000,-0.005494,80813,-0.005494,0.001037
18248,2022-12-21,16.67000,0.023327,80813,0.023327,0.014868
18248,2022-12-22,16.49000,-0.010798,80813,-0.010798,-0.014452
18248,2022-12-23,16.30000,-0.011522,80813,-0.011522,0.005868
18248,2022-12-27,16.20000,-0.006135,80813,-0.006135,-0.004050
18248,2022-12-28,16.29000,0.005556,80813,0.005556,-0.012021
18248,2022-12-29,15.80000,-0.030080,80813,-0.030080,0.017461
18248,2022-12-30,15.86000,0.003797,80813,0.003797,-0.002541
18248,2023-01-03,16.19000,0.020807,80813,0.020807,-0.004001
18248,2023-01-04,16.47000,0.017295,80813,0.017295,0.007539
18248,2023-01-05,16.31000,-0.009715,80813,-0.009715,-0.011646
18248,2023-01-06,16.36000,0.003066,80813,0.003066,0.022841
18248,2023-01-09,16.32000,-0.002445,80813,-0.002445,-0.000768
18248,2023-01-10,16.45000,0.007966,80813,0.007966,0.006978
18248,2023-01-11,16.60000,0.009119,80813,0.009119,0.012849
18248,2023-01-12,16.54000,-0.003614,80813,-0.003614,0.003416
18248,2023-01-13,16.53000,-0.000605,80813,-0.000605,0.003997
18248,2023-01-17,16.96000,0.026013,80813,0.026013,-0.002030
18248,2023-01-18,16.34000,-0.036557,80813,-0.036557,-0.015563
18248,2023-01-19,15.96000,-0.023256,80813,-0.023256,-0.007638
18248,2023-01-20,16.09000,0.008145,80813,0.008145,0.018918
18248,2023-01-23,16.40000,0.019267,80813,0.019267,0.011881
18248,2023-01-24,16.51000,0.006707,80813,0.006707,-0.000711
18248,2023-01-25,16.90000,0.023622,80813,0.023622,-0.000182
18248,2023-01-26,16.41000,-0.028994,80813,-0.028994,0.011008
18248,2023-01-27,16.30000,-0.006703,80813,-0.006703,0.002495
18248,2023-01-30,16.47000,0.010429,80813,0.010429,-0.012969
18248,2023-01-31,16.66000,0.011536,80813,0.011536,0.014642
18248,2023-02-01,16.73000,0.004202,80813,0.004202,0.010452
18248,2023-02-02,16.81000,0.004782,80813,0.004782,0.014699
18248,2023-02-03,16.78000,-0.001785,80813,-0.001785,-0.010355
18248,2023-02-06,16.78000,0.000000,80813,0.000000,-0.006140
18248,2023-02-07,15.92000,-0.051252,80813,-0.051252,0.012873
18248,2023-02-08,16.20000,0.017588,80813,0.017588,-0.011081
18248,2023-02-09,16.00000,-0.012346,80813,-0.012346,-0.008830
18248,2023-02-10,16.28000,0.017500,80813,0.017500,0.002195
18248,2023-02-13,16.32000,0.002457,80813,0.002457,0.011449
18248,2023-02-14,15.95000,-0.022672,80813,-0.022672,-0.000280
18248,2023-02-15,15.79000,-0.010031,80813,-0.010031,0.002773
18248,2023-02-16,16.32000,0.033566,80813,0.033566,-0.013789
18248,2023-02-17,16.46000,0.008578,80813,0.008578,-0.002767
18248,2023-02-21,16.47000,0.000608,80813,0.000608,-0.020041
18248,2023-02-22,16.46000,-0.000607,80813,-0.000607,-0.001574
18248,2023-02-23,16.53000,0.004253,80813,0.004253,0.005329
18248,2023-02-24,16.22000,-0.018754,80813,-0.018754,-0.010538
18248,2023-02-27,16.74000,0.032059,80813,0.032059,0.003073
18248,2023-02-28,16.40000,-0.020311,80813,-0.020311,-0.003036
18248,2023-03-01,16.30000,-0.006098,80813,-0.006098,-0.004725
18248,2023-03-02,17.44000,0.069939,80813,0.069939,0.007582
18248,2023-03-03,17.13000,-0.017775,80813,-0.017775,0.016148
18248,2023-03-06,17.33000,0.011675,80813,0.011675,0.000687
18248,2023-03-07,17.37000,0.002308,80813,0.002308,-0.015327
18248,2023-03-08,17.17000,-0.011514,80813,-0.011514,0.001415
18248,2023-03-09,16.52000,-0.037857,80813,-0.037857,-0.018459
18248,2023-03-10,16.64000,0.007264,80813,0.007264,-0.014478
18248,2023-03-13,16.64000,0.000000,80813,0.000000,-0.001510
18248,2023-03-14,17.11000,0.028245,80813,0.028245,0.016477
18248,2023-03-15,16.93000,-0.010520,80813,-0.010520,-0.006981
18248,2023-03-16,17.54000,0.036031,80813,0.036031,0.017562
18248,2023-03-17,16.12000,-0.080958,80813,-0.080958,-0.011019
18248,2023-03-20,16.30000,0.011166,80813,0.011166,0.008918
18248,2023-03-21,16.62000,0.019632,80813,0.019632,0.012982
18248,2023-03-22,16.55000,-0.004212,80813,-0.004212,-0.016463
18248,2023-03-23,16.39000,-0.009668,80813,-0.009668,0.002985
18248,2023-03-24,16.76000,0.022575,80813,0.022575,0.005640
18248,2023-03-27,16.83000,0.004177,80813,0.004177,0.001647
18248,2023-03-28,17.02000,0.011289,80813,0.011289,-0.001574
18248,2023-03-29,16.54000,-0.028202,80813,-0.028202,0.014237
18248,2023-03-30,16.29000,-0.015115,80813,-0.015115,0.005715
18248,2023-03-31,16.47000,0.011050,80813,0.011050,0.014437
18248,2023-04-03,16.77000,0.018215,80813,0.018215,0.003699
18248,2023-04-04,17.15000,0.022659,80813,0.022659,-0.005797
18248,2023-04-05,17.17000,0.001166,80813,0.001166,-0.002492
18248,2023-04-06,17.19000,0.001165,80813,0.001165,0.003579
18248,2023-04-10,17.39000,0.011635,80813,0.011635,0.000996
18248,2023-04-11,17.68000,0.016676,80813,0.016676,-0.000041
18248,2023-04-12,17.65000,-0.001697,80813,-0.001697,-0.004135
18248,2023-04-13,17.61000,-0.002266,80813,-0.002266,0.013263
18248,2023-04-14,17.58000,0.001533,80813,-0.001704,-0.002069
18248,2023-04-17,17.56000,-0.001138,80813,-0.001138,0.003306
18248,2023-04-18,17.56000,0.000000,80813,0.000000,0.000855
18248,2023-04-19,17.61000,0.002847,80813,0.002847,-0.000084
18248,2023-04-20,17.84000,0.013061,80813,0.013061,-0.005953
18248,2023-04-21,18.31000,0.026345,80813,0.026345,0.000903
18248,2023-04-24,18.13000,-0.009831,80813,-0.009831,0.000852
18248,2023-04-25,18.67000,0.029785,80813,0.029785,-0.015811
18248,2023-04-26,18.39000,-0.014997,80813,-0.014997,-0.003841
18248,2023-04-27,18.71000,0.017401,80813,0.017401,0.019566
18248,2023-04-28,18.91000,0.010690,80813,0.010690,0.008253
18248,2023-05-01,18.84000,-0.003702,80813,-0.003702,-0.000386
18248,2023-05-02,18.81000,-0.001592,80813,-0.001592,-0.011586
18248,2023-05-03,18.62000,-0.010101,80813,-0.010101,-0.006998
18248,2023-05-04,18.08000,-0.029001,80813,-0.029001,-0.007219
18248,2023-05-05,18.11000,0.001659,80813,0.001659,0.018475
18248,2023-05-08,18.23000,0.006626,80813,0.006626,0.000452
18248,2023-05-09,18.34000,0.006034,80813,0.006034,-0.004579
18248,2023-05-10,18.29000,-0.002726,80813,-0.002726,0.004484
18248,2023-05-11,17.10000,-0.065063,80813,-0.065063,-0.001697
18248,2023-05-12,16.96000,-0.008187,80813,-0.008187,-0.001583
18248,2023-05-15,17.16000,0.011792,80813,0.011792,0.002958
18248,2023-05-16,17.31000,0.008741,80813,0.008741,-0.006378
18248,2023-05-17,17.79000,0.027730,80813,0.027730,0.011891
18248,2023-05-18,16.96000,-0.046656,80813,-0.046656,0.009445
18248,2023-05-19,16.70000,-0.015330,80813,-0.015330,-0.001446
18248,2023-05-22,16.69000,-0.000599,80813,-0.000599,0.000155
18248,2023-05-23,16.82000,0.007789,80813,0.007789,-0.011222
18248,2023-05-24,16.90000,0.004756,80813,0.004756,-0.007319
18248,2023-05-25,16.60000,-0.017751,80813,-0.017751,0.008758
18248,2023-05-26,16.45000,-0.009036,80813,-0.009036,0.013049
18248,2023-05-30,16.62000,0.010334,80813,0.010334,0.000017
18248,2023-05-31,16.45000,-0.010229,81088,-0.010229,-0.006109
18248,2023-06-01,16.20000,-0.015198,81088,-0.015198,0.009854
18248,2023-06-02,16.55000,0.021605,81088,0.021605,0.014534
18248,2023-06-05,16.02000,-0.032024,81088,-0.032024,-0.002004
18248,2023-06-06,16.09000,0.004370,81088,0.004370,0.002354
18248,2023-06-07,16.69000,0.037290,81088,0.037290,-0.003812
18248,2023-06-08,16.38000,-0.018574,81088,-0.018574,0.006189
18248,2023-06-09,15.74000,-0.039072,81088,-0.039072,0.001148
18248,2023-06-12,15.77000,0.001906,81088,0.001906,0.009321
18248,2023-06-13,16.61000,0.053266,81088,0.053266,0.006933
18248,2023-06-14,16.38000,-0.013847,81088,-0.013847,0.000819
18248,2023-06-15,16.56000,0.014469,81088,0.010989,0.012178
18248,2023-06-16,16.30000,-0.015700,81088,-0.015700,-0.003672
18248,2023-06-20,16.42000,0.007362,81088,0.007362,-0.004735
18248,2023-06-21,16.39000,-0.001827,81088,-0.001827,-0.005245
18248,2023-06-22,16.41000,0.001220,81088,0.001220,0.003711
18248,2023-06-23,16.24000,-0.010360,81088,-0.010360,-0.007659
18248,2023-06-26,16.45000,0.012931,81088,0.012931,-0.004487
18248,2023-06-27,16.60000,0.009119,81088,0.009119,0.011456
18248,2023-06-28,16.35000,-0.015060,81088,-0.015060,-0.000354
18248,2023-06-29,16.17000,-0.011009,81088,-0.011009,0.004474
18248,2023-06-30,16.36000,0.011750,81088,0.011750,0.012269
18248,2023-07-03,16.35000,-0.000611,81088,-0.000611,0.001171
18248,2023-07-05,16.07000,-0.017125,81088,-0.017125,-0.001968
18248,2023-07-06,16.11000,0.002489,81088,0.002489,-0.007923
18248,2023-07-07,15.87000,-0.014898,81088,-0.014898,-0.002865
18248,2023-07-10,16.11000,0.015123,81088,0.015123,0.002405
18248,2023-07-11,16.09000,-0.001241,81088,-0.001241,0.006742
18248,2023-07-12,16.00000,-0.005594,81088,-0.005594,0.007411
18248,2023-07-13,16.10000,0.006250,81088,0.006250,0.008470
18248,2023-07-14,16.17000,0.004348,81088,0.004348,-0.001024
18248,2023-07-17,16.58000,0.025356,81088,0.025356,0.003855
18248,2023-07-18,16.85000,0.016285,81088,0.016285,0.007117
18248,2023-07-19,17.19000,0.020178,81088,0.020178,0.002358
18248,2023-07-20,17.19000,0.000000,81088,0.000000,-0.006757
18248,2023-07-21,17.02000,-0.009889,81088,-0.009889,0.000324
18248,2023-07-24,17.07000,0.002938,81088,0.002938,0.004034
18248,2023-07-25,17.04000,-0.001757,81088,-0.001757,0.002815
18248,2023-07-26,17.13000,0.005282,81088,0.005282,-0.000155
18248,2023-07-27,16.47000,-0.038529,81088,-0.038529,-0.006425
18248,2023-07-28,16.75000,0.017001,81088,0.017001,0.009878
18248,2023-07-31,16.75000,0.000000,81088,0.000000,0.001469
18248,2023-08-01,16.56000,-0.011343,81088,-0.011343,-0.002665
18248,2023-08-02,16.50000,-0.003623,81088,-0.003623,-0.013840
18248,2023-08-03,16.09000,-0.024848,81088,-0.024848,-0.002548
18248,2023-08-04,15.89000,-0.012430,81088,-0.012430,-0.005300
18248,2023-08-07,16.09000,0.012587,81088,0.012587,0.009024
18248,2023-08-08,15.75000,-0.021131,81088,-0.021131,-0.004218
18248,2023-08-09,15.83000,0.005079,81088,0.005079,-0.007039
18248,2023-08-10,16.34000,0.032217,81088,0.032217,0.000251
18248,2023-08-11,16.20000,-0.008568,81088,-0.008568,-0.001070
18248,2023-08-14,15.80000,-0.024691,81088,-0.024691,0.005750
18248,2023-08-15,15.62000,-0.011392,81088,-0.011392,-0.011551
18248,2023-08-16,15.39000,-0.014725,81088,-0.014725,-0.007555
18248,2023-08-17,14.92000,-0.030539,81088,-0.030539,-0.007713
18248,2023-08-18,15.00000,0.005362,81088,0.005362,-0.000149
18248,2023-08-21,14.79000,-0.014000,81088,-0.014000,0.006879
18248,2023-08-22,14.82000,0.002028,81088,0.002028,-0.002777
18248,2023-08-23,14.60000,-0.014845,81088,-0.014845,0.011045
18248,2023-08-24,14.58000,-0.001370,81088,-0.001370,-0.013458
18248,2023-08-25,14.79000,0.014403,81088,0.014403,0.006718
18248,2023-08-28,14.99000,0.013523,81088,0.013523,0.006265
18248,2023-08-29,15.24000,0.016678,81088,0.016678,0.014508
18248,2023-08-30,15.38000,0.009186,81088,0.009186,0.003833
18248,2023-08-31,15.44000,0.003901,81141,0.003901,-0.001597
18248,2023-09-01,15.16000,-0.018135,81141,-0.018135,0.001799
18248,2023-09-05,14.71000,-0.029683,81141,-0.029683,-0.004194
18248,2023-09-06,14.60000,-0.007478,81141,-0.007478,-0.006972
18248,2023-09-07,14.50000,-0.006849,81141,-0.006849,-0.003211
18248,2023-09-08,14.11000,-0.026897,81141,-0.026897,0.001427
18248,2023-09-11,13.98000,-0.009213,81141,-0.009213,0.006724
18248,2023-09-12,13.78000,-0.014306,81141,-0.014306,-0.005696
18248,2023-09-13,14.12000,0.024673,81141,0.024673,0.001242
18248,2023-09-14,14.60000,0.033994,81141,0.033994,0.008430
18248,2023-09-15,14.33000,-0.014589,81141,-0.018493,-0.012160
18248,2023-09-18,14.42000,0.006281,81141,0.006281,0.000721
18248,2023-09-19,14.63000,0.014563,81141,0.014563,-0.002151
18248,2023-09-20,14.13000,-0.034176,81141,-0.034176,-0.009395
18248,2023-09-21,14.17000,0.002831,81141,0.002831,-0.016401
18248,2023-09-22,13.73000,-0.031052,81141,-0.031052,-0.002296
18248,2023-09-25,13.56000,-0.012382,81141,-0.012382,0.004023
18248,2023-09-26,13.83000,0.019911,81141,0.019911,-0.014735
18248,2023-09-27,14.30000,0.033984,81141,0.033984,0.000229
18248,2023-09-28,13.56000,-0.051748,81141,-0.051748,0.005893
18248,2023-09-29,13.43000,-0.009587,81141,-0.009587,-0.002709
18248,2023-10-02,13.45000,0.001489,81141,0.001489,0.000079
18248,2023-10-03,13.14000,-0.023048,81141,-0.023048,-0.013744
18248,2023-10-04,12.99000,-0.011416,81141,-0.011416,0.008110
18248,2023-10-05,12.16000,-0.063895,81141,-0.063895,-0.001304
18248,2023-10-06,12.27000,0.009046,81141,0.009046,0.011815
18248,2023-10-09,12.27000,0.000000,81141,0.000000,0.006304
18248,2023-10-10,12.82000,0.044825,81141,0.044825,0.005208
18248,2023-10-11,12.43000,-0.030421,81141,-0.030421,0.004293
18248,2023-10-12,11.45000,-0.078842,81141,-0.078842,-0.006246
18248,2023-10-13,11.92000,0.041048,81141,0.041048,-0.005019
18248,2023-10-16,11.89000,-0.002517,81141,-0.002517,0.010594
18248,2023-10-17,11.73000,-0.013457,81141,-0.013457,-0.000098
18248,2023-10-18,11.73000,0.000000,81141,0.000000,-0.013400
18248,2023-10-19,11.77000,0.003410,81141,0.003410,-0.008483
18248,2023-10-20,11.63000,-0.011895,81141,-0.011895,-0.012585
18248,2023-10-23,12.06000,0.036973,81141,0.036973,-0.001686
18248,2023-10-24,12.16000,0.008292,81141,0.008292,0.007266
18248,2023-10-25,12.40000,0.019737,81141,0.019737,-0.014340
18248,2023-10-26,12.32000,-0.006452,81141,-0.006452,-0.011833
18248,2023-10-27,12.27000,-0.004058,81141,-0.004058,-0.004800
18248,2023-10-30,12.01000,-0.021190,81141,-0.021190,0.012010
18248,2023-10-31,12.19000,0.014987,81141,0.014987,0.006475
18248,2023-11-01,11.77000,-0.034454,81141,-0.034454,0.010506
18248,2023-11-02,12.08000,0.026338,81141,0.026338,0.018859
18248,2023-11-03,12.38000,0.024834,81141,0.024834,0.009394
18248,2023-11-06,12.23000,-0.012116,81141,-0.012116,0.001753
18248,2023-11-07,12.32000,0.007359,81141,0.007359,0.002840
18248,2023-11-08,12.13000,-0.015422,81141,-0.015422,0.001005
18248,2023-11-09,12.13000,0.000000,81141,0.000000,-0.008084
18248,2023-11-10,12.26000,0.010717,81141,0.010717,0.015616
18248,2023-11-13,12.33000,0.005710,81141,0.005710,-0.000836
18248,2023-11-14,12.93000,0.048662,81141,0.048662,0.019075
18248,2023-11-15,13.25000,0.024749,81141,0.024749,0.001597
18248,2023-11-16,13.54000,0.021887,81141,0.021887,0.001190
18248,2023-11-17,13.18000,-0.026588,81141,-0.026588,0.001282
18248,2023-11-20,12.92000,-0.019727,81141,-0.019727,0.007390
18248,2023-11-21,13.10000,0.013932,81141,0.013932,-0.002021
